"precursor","successor","kind","wait","enabled"
"(SELECT id from core.task where name = 'GL Journals Fact - eIKON')","(SELECT id from core.task where name = 'GL Trend Report - eIKON')","CASCADE",t,t
"(SELECT id from core.task where name = 'GL Journals Fact - eIKON')","(SELECT id from core.task where name = 'GL Journal Summary - eIKON')","CASCADE",t,t
"(SELECT id from core.task where name = 'FA Invoices Fact - eIKON')","(SELECT id from core.task where name = 'Tax Liability Summary - eIKON')","CASCADE",t,t
"(SELECT id from core.task where name = 'FA Distributions Fact - eIKON')","(SELECT id from core.task where name = 'Tax Liability Summary - eIKON')","CASCADE",t,t
"(SELECT id from core.task where name = 'Equipment Stats Fact - eIKON')","(SELECT id from core.task where name = 'Equipment Summary Fact - eIKON')","CASCADE",t,t
"(SELECT id from core.task where name = 'AR Transaction Fact - eIKON')","(SELECT id from core.task where name = 'Transaction Mapping Fact - eIKON')","CASCADE",t,t
"(SELECT id from core.task where name = 'AP Transaction Fact - eIKON')","(SELECT id from core.task where name = 'Tax Liability Summary - eIKON')","CASCADE",t,t
"(SELECT id from core.task where name = 'Lookup Details - eIKON')","(SELECT id from core.task where name = 'Transaction Mapping Fact - eIKON')","DEPENDENCY",f,t
"(SELECT id from core.task where name = 'BILAT POS - Sale 7D for DA Trading - DAILY (ENT-RO)')","(SELECT id from core.task where name = 'DEMAND FCST - 7D for DA Trading - DAILY (CDS-RO)')","CONFLICT",f,t
"(SELECT id from core.task where name = 'HYDRO - Sched 90D for DA Trading - DAILY (CDS-RO)')","(SELECT id from core.task where name = 'DEMAND FCST - 7D for DA Trading - DAILY (CDS-RO)')","CONFLICT",f,t
"(SELECT id from core.task where name = 'METER - MV90 or GMS Best Avail Historical 7D for DA Trading - DAILY (CDS-RO)')","(SELECT id from core.task where name = 'DEMAND FCST - 7D for DA Trading - DAILY (CDS-RO)')","CONFLICT",f,t
"(SELECT id from core.task where name = 'BILAT POS - Purchase 7D for DA Trading - DAILY (ENT-RO)')","(SELECT id from core.task where name = 'DEMAND FCST - 7D for DA Trading - DAILY (CDS-RO)')","CONFLICT",f,t
"(SELECT id from core.task where name = 'BILAT POS - Purchase 90D for DA Trading - DAILY (ENT-RO)')","(SELECT id from core.task where name = 'DEMAND FCST - 7D for DA Trading - DAILY (CDS-RO)')","CONFLICT",f,t
"(SELECT id from core.task where name = 'BILAT POS - Sale 90D for DA Trading - DAILY (ENT-RO)')","(SELECT id from core.task where name = 'DEMAND FCST - 7D for DA Trading - DAILY (CDS-RO)')","CONFLICT",f,t
"(SELECT id from core.task where name = 'OASIS PRICE - HASP Energy 15Min Intrvl LMP - HRLY (PCI-CDS)')","(SELECT id from core.task where name = 'OASIS PRICE - RT Energy 5Min Intrvl LMP - HRLY (PCI-CDS)')","CONFLICT",f,t
"(SELECT id from core.task where name = 'OASIS PRICE - DA AS Hrly Intrvl - DAILY (PCI-CDS)')","(SELECT id from core.task where name = 'OASIS PRICE - RT Energy 5Min Intrvl LMP - HRLY (PCI-CDS)')","CONFLICT",f,t
"(SELECT id from core.task where name = 'OASIS PRICE - RT AS 15Min Intrvl - HRLY (PCI-CDS)')","(SELECT id from core.task where name = 'OASIS PRICE - RT Energy 5Min Intrvl LMP - HRLY (PCI-CDS)')","CONFLICT",f,t
"(SELECT id from core.task where name = 'OASIS PRICE - DA Energy Hrly Intrvl LMP - DAILY (PCI-CDS)')","(SELECT id from core.task where name = 'OASIS PRICE - RT Energy 5Min Intrvl LMP - HRLY (PCI-CDS)')","CONFLICT",f,t
"(SELECT id from core.task where name = 'AWARDS - DA - DAILY (PCI-CDS)')","(SELECT id from core.task where name = 'OASIS PRICE - RT Energy 5Min Intrvl LMP - HRLY (PCI-CDS)')","CONFLICT",f,t
"(SELECT id from core.task where name = 'FUEL - Price Fcst Prompt Month + 2 - FILE (XLS-CDS)')","(SELECT id from core.task where name = 'FUEL - Price Fcst 7D - DAILY (CDS-PCI)')","CASCADE",f,t
"(SELECT id from core.task where name = 'DEMAND FCST - DA - DAILY (EPS-CDS)')","(SELECT id from core.task where name = 'DEMAND FCST - 7D for DA Trading - DAILY (CDS-RO)')","CASCADE",f,t
"(SELECT id from core.task where name = 'DEMAND FCST - DA - DAILY (EPS-CDS)')","(SELECT id from core.task where name = 'DEMAND FCST - DA - DAILY (CDS-PCI)')","CASCADE",f,t
"(SELECT id from core.task where name = 'OASIS PRICE - RT Energy 5Min Intrvl LMP - HRLY (PCI-CDS)')","(SELECT id from core.task where name = 'OASIS PRICE - RT Energy 5Min Intrvl LMP - HRLY (CDS-ITRON)')","CASCADE",f,t
"(SELECT id from core.task where name = 'GL Accounts Dimension - GLD')","(SELECT id from core.task where name = 'Resource Details Dimension - GLD')","KEY",f,t
"(SELECT id from core.task where name = 'Account Sites Dimension - CEN')","(SELECT id from core.task where name = 'Installed Items Dimension - CEN')","KEY",f,t
"(SELECT id from core.task where name = 'Account Sites Dimension - CEN')","(SELECT id from core.task where name = 'Order Details Fact - CEN')","KEY",f,t
"(SELECT id from core.task where name = 'IFS Assets Fact Table - IOSC')","(SELECT id from core.task where name = 'Asset Reconciliation Summary Table - IOSC')","CASCADE",t,t
"(SELECT id from core.task where name = 'Vertex Register Summary - eIKON')","(SELECT id from core.task where name = 'Tax Liability Summary - eIKON')","CASCADE",t,t
"(SELECT id from core.task where name = 'Transaction Mapping Fact - eIKON')","(SELECT id from core.task where name = 'Equipment PnL Summary - eIKON')","CASCADE",t,t
"(SELECT id from core.task where name = 'Transaction Mapping Fact - eIKON')","(SELECT id from core.task where name = 'Contracts Aggregate Fact - eIKON')","CASCADE",t,t
"(SELECT id from core.task where name = 'GL Journal Summary - eIKON')","(SELECT id from core.task where name = 'Tax Liability Summary - eIKON')","CASCADE",t,t
"(SELECT id from core.task where name = 'WIP Detail Fact - eIKON')","(SELECT id from core.task where name = 'WIP Serial Details Table - eIKON')","CASCADE",t,t
"(SELECT id from core.task where name = 'Vertex Register Fact - eIKON')","(SELECT id from core.task where name = 'Vertex Register Summary - eIKON')","CASCADE",t,t
"(SELECT id from core.task where name = 'Vertex Register Fact - eIKON')","(SELECT id from core.task where name = 'AR Geocode Exception - eIKON')","CASCADE",t,t
"(SELECT id from core.task where name = 'On-Hand Details Fact - eIKON')","(SELECT id from core.task where name = 'Organization Item Summary table - eIKON')","CASCADE",t,t
"(SELECT id from core.task where name = 'Material Unit Transactions Fact - eIKON')","(SELECT id from core.task where name = 'Trials Summary Fact - eIKON')","CASCADE",t,t
"(SELECT id from core.task where name = 'Material Transactions and Distributions Fact - eIKON')","(SELECT id from core.task where name = 'Trials Summary Fact - eIKON')","CASCADE",t,t
"(SELECT id from core.task where name = 'Task Daily Fact - eIKON')","(SELECT id from core.task where name = 'Transaction Mapping Fact - eIKON')","DEPENDENCY",f,t
